Table with column headers in rows 3 and 4,,,,,
State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages","Poverty Percent, All Ages"
51,043,VA,Clarke County,934,6.5
51,045,VA,Craig County,599,11.9
51,047,VA,Culpeper County,"4,375",8.7
51,049,VA,Cumberland County,"1,535",15.7
51,051,VA,Dickenson County,"3,520",25.2
51,053,VA,Dinwiddie County,"3,486",12.5
51,057,VA,Essex County,"1,478",13.7
51,059,VA,Fairfax County,"69,377",6.1
51,061,VA,Fauquier County,"4,260",6.1
51,063,VA,Floyd County,"1,922",12.3
51,065,VA,Fluvanna County,"1,749",6.9
51,067,VA,Franklin County,"8,390",15.3
51,069,VA,Frederick County,"6,107",7.0
51,071,VA,Giles County,"2,064",12.4
51,073,VA,Gloucester County,"3,348",9.1
51,075,VA,Goochland County,"1,498",6.7
51,077,VA,Grayson County,"2,686",18.4
51,079,VA,Greene County,"1,583",8.1
51,081,VA,Greensville County,"2,183",26.7
51,083,VA,Halifax County,"4,825",14.5
51,085,VA,Hanover County,"5,509",5.2
51,087,VA,Henrico County,"29,502",9.0
51,089,VA,Henry County,"10,068",20.0
51,091,VA,Highland County,280,12.7
51,093,VA,Isle of Wight County,"3,368",9.2
51,095,VA,James City County,"5,288",7.0
51,097,VA,King and Queen County,858,12.2
51,099,VA,King George County,"1,786",6.8
51,101,VA,King William County,"1,223",7.3
51,103,VA,Lancaster County,"1,306",12.3
51,105,VA,Lee County,"5,461",24.8
51,107,VA,Loudoun County,"14,700",3.6
51,109,VA,Louisa County,"4,140",11.3
51,111,VA,Lunenburg County,"2,008",18.2
51,113,VA,Madison County,"1,330",10.1
51,115,VA,Mathews County,812,9.3
51,117,VA,Mecklenburg County,"5,565",18.7
51,119,VA,Middlesex County,"1,317",12.7
51,121,VA,Montgomery County,"21,444",24.1
51,125,VA,Nelson County,"1,814",12.3
51,127,VA,New Kent County,"1,132",5.2
51,131,VA,Northampton County,"2,167",18.8
51,133,VA,Northumberland County,"1,790",14.8
51,135,VA,Nottoway County,"2,952",22.4
51,137,VA,Orange County,"3,387",9.4
51,139,VA,Page County,"3,293",13.9
51,141,VA,Patrick County,"2,683",15.5
51,143,VA,Pittsylvania County,"9,815",16.4
51,145,VA,Powhatan County,"1,931",6.9
51,147,VA,Prince Edward County,"3,782",20.0
51,149,VA,Prince George County,"3,019",8.9
51,153,VA,Prince William County,"29,545",6.4
51,155,VA,Pulaski County,"4,791",14.6
51,157,VA,Rappahannock County,629,8.7
51,159,VA,Richmond County,"1,169",15.9
51,161,VA,Roanoke County,"6,145",6.7
51,163,VA,Rockbridge County,"2,670",12.0
51,165,VA,Rockingham County,"6,909",8.7
51,167,VA,Russell County,"5,683",21.5
51,169,VA,Scott County,"3,834",18.5
51,171,VA,Shenandoah County,"4,479",10.4
51,173,VA,Smyth County,"6,059",20.4
51,175,VA,Southampton County,"2,350",14.7
51,177,VA,Spotsylvania County,"10,061",7.5
51,179,VA,Stafford County,"7,822",5.4
51,181,VA,Surry County,831,12.9
51,183,VA,Sussex County,"1,980",22.9
51,185,VA,Tazewell County,"7,104",18.2
51,187,VA,Warren County,"4,026",10.3
51,191,VA,Washington County,"8,022",15.2
51,193,VA,Westmoreland County,"2,914",16.4
51,195,VA,Wise County,"8,929",25.4
51,197,VA,Wythe County,"4,391",15.4
51,199,VA,York County,"3,690",5.5
51,510,VA,Alexandria city,"16,093",10.1
51,520,VA,Bristol city,"3,324",20.5
51,530,VA,Buena Vista city,872,15.2
51,540,VA,Charlottesville city,"10,614",23.1
51,550,VA,Chesapeake city,"20,239",8.5
51,570,VA,Colonial Heights city,"1,756",10.0
51,580,VA,Covington city,826,15.4
51,590,VA,Danville city,"10,006",25.6
51,595,VA,Emporia city,"1,010",20.7
51,600,VA,Fairfax city,"1,823",7.6
51,610,VA,Falls Church city,535,3.6
51,620,VA,Franklin city,"1,444",18.3
51,630,VA,Fredericksburg city,"3,851",14.5
51,640,VA,Galax city,"1,326",21.7
51,650,VA,Hampton city,"19,954",15.4
51,660,VA,Harrisonburg city,"12,978",28.0
51,670,VA,Hopewell city,"4,381",19.7
51,678,VA,Lexington city,"1,046",23.8
51,680,VA,Lynchburg city,"14,789",20.8
51,683,VA,Manassas city,"3,451",8.4
51,685,VA,Manassas Park city,"1,203",7.0
51,690,VA,Martinsville city,"3,098",24.7
51,700,VA,Newport News city,"26,007",15.2
51,710,VA,Norfolk city,"41,471",19.7
51,720,VA,Norton city,811,20.8
51,730,VA,Petersburg city,"7,491",24.1
51,735,VA,Poquoson city,618,5.1
51,740,VA,Portsmouth city,"17,540",19.2
51,750,VA,Radford city,"4,513",30.4
51,760,VA,Richmond city,"48,424",22.3
51,770,VA,Roanoke city,"19,812",20.2
51,775,VA,Salem city,"2,280",9.7
51,790,VA,Staunton city,"2,937",12.3
51,800,VA,Suffolk city,"9,846",10.9
51,810,VA,Virginia Beach city,"33,084",7.5
51,820,VA,Waynesboro city,"3,370",15.1
51,830,VA,Williamsburg city,"2,437",23.0
51,840,VA,Winchester city,"4,124",15.3
53,000,WA,Washington,"761,941",10.3
53,001,WA,Adams County,"3,046",15.6
53,003,WA,Asotin County,"3,133",14.0
53,005,WA,Benton County,"19,597",9.8
53,007,WA,Chelan County,"8,283",10.9
53,009,WA,Clallam County,"9,968",13.3
53,011,WA,Clark County,"41,980",8.8
53,013,WA,Columbia County,533,13.3
53,015,WA,Cowlitz County,"13,165",12.2
53,017,WA,Douglas County,"4,450",10.4
53,019,WA,Ferry County,"1,347",17.8
53,021,WA,Franklin County,"12,250",13.4
53,023,WA,Garfield County,306,13.8
53,025,WA,Grant County,"12,235",12.7
53,027,WA,Grays Harbor County,"12,295",17.3
53,029,WA,Island County,"6,219",7.5
53,031,WA,Jefferson County,"3,949",12.7
53,033,WA,King County,"202,628",9.2
53,035,WA,Kitsap County,"23,613",9.1
53,037,WA,Kittitas County,"7,049",15.8
53,039,WA,Klickitat County,"2,799",12.7
53,041,WA,Lewis County,"9,832",12.5
53,043,WA,Lincoln County,"1,330",12.5
53,045,WA,Mason County,"8,578",13.7
53,047,WA,Okanogan County,"7,049",17.0
53,049,WA,Pacific County,"3,354",15.4
53,051,WA,Pend Oreille County,"2,021",15.0
53,053,WA,Pierce County,"76,391",8.7
53,055,WA,San Juan County,"1,732",10.2
53,057,WA,Skagit County,"12,239",9.7
53,059,WA,Skamania County,"1,390",11.7
53,061,WA,Snohomish County,"60,590",7.5
53,063,WA,Spokane County,"65,365",13.0
53,065,WA,Stevens County,"6,045",13.5
53,067,WA,Thurston County,"24,459",8.7
53,069,WA,Wahkiakum County,475,10.9
53,071,WA,Walla Walla County,"7,483",13.3
53,073,WA,Whatcom County,"32,753",14.9
53,075,WA,Whitman County,"11,053",25.4
53,077,WA,Yakima County,"40,961",16.5
54,000,WV,West Virginia,"305,656",17.4
54,001,WV,Barbour County,"3,110",20.0
54,003,WV,Berkeley County,"13,275",11.5
54,005,WV,Boone County,"4,890",22.5
54,007,WV,Braxton County,"2,953",21.6
54,009,WV,Brooke County,"2,930",13.7
54,011,WV,Cabell County,"17,242",19.3
54,013,WV,Calhoun County,"1,637",22.8
54,015,WV,Clay County,"2,142",25.1
54,017,WV,Doddridge County,"1,418",19.0
54,019,WV,Fayette County,"9,236",22.5
54,021,WV,Gilmer County,"1,521",24.8
54,023,WV,Grant County,"1,703",14.9
54,025,WV,Greenbrier County,"5,389",15.8
54,027,WV,Hampshire County,"4,568",20.0
54,029,WV,Hancock County,"3,788",13.2
54,031,WV,Hardy County,"1,753",12.9
54,033,WV,Harrison County,"11,089",16.7
54,035,WV,Jackson County,"4,732",16.7
54,037,WV,Jefferson County,"5,403",9.7
54,039,WV,Kanawha County,"30,248",17.1
54,041,WV,Lewis County,"2,718",17.3
54,043,WV,Lincoln County,"4,756",23.3
54,045,WV,Logan County,"7,821",24.6
54,047,WV,McDowell County,"6,386",35.4
54,049,WV,Marion County,"9,084",16.6
54,051,WV,Marshall County,"4,200",13.9
54,053,WV,Mason County,"4,391",16.9
54,055,WV,Mercer County,"13,157",22.7
54,057,WV,Mineral County,"3,793",14.5
54,059,WV,Mingo County,"6,386",27.0
54,061,WV,Monongalia County,"18,156",18.3
54,063,WV,Monroe County,"1,960",14.9
54,065,WV,Morgan County,"1,894",10.8
54,067,WV,Nicholas County,"4,659",19.0
54,069,WV,Ohio County,"4,953",12.5
54,071,WV,Pendleton County,"1,003",14.6
54,073,WV,Pleasants County,919,13.6
54,075,WV,Pocahontas County,"1,408",17.5
54,077,WV,Preston County,"5,104",16.2
54,079,WV,Putnam County,"5,630",10.0
54,081,WV,Raleigh County,"14,596",20.7
54,083,WV,Randolph County,"5,128",19.4
54,085,WV,Ritchie County,"1,644",17.2
54,087,WV,Roane County,"3,046",22.1
54,089,WV,Summers County,"3,144",26.9
54,091,WV,Taylor County,"2,626",16.1
54,093,WV,Tucker County,907,13.5
54,095,WV,Tyler County,"1,341",15.5
54,097,WV,Upshur County,"4,377",19.0
54,099,WV,Wayne County,"8,298",20.9
54,101,WV,Webster County,"1,884",23.0
54,103,WV,Wetzel County,"2,756",18.3
54,105,WV,Wirt County,"1,086",18.7
54,107,WV,Wood County,"12,449",15.0
54,109,WV,Wyoming County,"4,969",24.1
55,000,WI,Wisconsin,"626,748",11.1
55,001,WI,Adams County,"2,924",15.3
55,003,WI,Ashland County,"2,356",15.8
55,005,WI,Barron County,"5,482",12.3
55,007,WI,Bayfield County,"2,103",14.2
55,009,WI,Brown County,"21,944",8.6
55,011,WI,Buffalo County,"1,142",8.8
55,013,WI,Burnett County,"1,628",10.7
55,015,WI,Calumet County,"2,623",5.3
55,017,WI,Chippewa County,"6,925",11.3
55,019,WI,Clark County,"4,052",11.9
55,021,WI,Columbia County,"4,255",7.6
55,023,WI,Crawford County,"2,007",12.9
55,025,WI,Dane County,"57,062",10.8
55,027,WI,Dodge County,"7,283",8.9
55,029,WI,Door County,"2,289",8.4
55,031,WI,Douglas County,"4,902",11.7
55,033,WI,Dunn County,"5,213",12.5
55,035,WI,Eau Claire County,"12,906",12.9
55,037,WI,Florence County,506,11.9
55,039,WI,Fond du Lac County,"9,513",9.5
55,041,WI,Forest County,"1,294",14.7
55,043,WI,Grant County,"6,595",14.0
55,045,WI,Green County,"2,794",7.7
55,047,WI,Green Lake County,"2,064",11.0
55,049,WI,Iowa County,"1,933",8.2
55,051,WI,Iron County,733,13.2
55,053,WI,Jackson County,"2,289",12.0
55,055,WI,Jefferson County,"6,701",8.1
55,057,WI,Juneau County,"3,388",13.4
55,059,WI,Kenosha County,"19,819",12.0
55,061,WI,Kewaunee County,"1,472",7.3
55,063,WI,La Crosse County,"12,334",10.9
55,065,WI,Lafayette County,"1,860",11.3
55,067,WI,Langlade County,"2,392",12.7
55,069,WI,Lincoln County,"2,862",10.6
55,071,WI,Manitowoc County,"8,124",10.4
55,073,WI,Marathon County,"10,027",7.5
55,075,WI,Marinette County,"4,777",12.0
55,077,WI,Marquette County,"1,643",10.8
55,078,WI,Menominee County,"1,215",26.5
55,079,WI,Milwaukee County,"177,263",19.1
55,081,WI,Monroe County,"5,972",13.2
55,083,WI,Oconto County,"3,441",9.2
55,085,WI,Oneida County,"3,266",9.4
55,087,WI,Outagamie County,"13,196",7.2
55,089,WI,Ozaukee County,"3,674",4.2
55,091,WI,Pepin County,738,10.3
55,093,WI,Pierce County,"3,363",8.5
55,095,WI,Polk County,"4,148",9.6
55,097,WI,Portage County,"7,635",11.3
55,099,WI,Price County,"1,638",12.4
55,101,WI,Racine County,"24,084",12.6
55,103,WI,Richland County,"2,438",14.3
55,105,WI,Rock County,"17,477",10.9
55,107,WI,Rusk County,"2,001",14.3
55,109,WI,St. Croix County,"4,179",4.7
55,111,WI,Sauk County,"5,416",8.6
55,113,WI,Sawyer County,"2,338",14.5
55,115,WI,Shawano County,"3,836",9.6
55,117,WI,Sheboygan County,"8,432",7.5
55,119,WI,Taylor County,"2,072",10.3
55,121,WI,Trempealeau County,"2,297",8.0
55,123,WI,Vernon County,"4,126",13.6
55,125,WI,Vilas County,"2,359",10.9
55,127,WI,Walworth County,"10,114",10.1
55,129,WI,Washburn County,"1,954",12.5
55,131,WI,Washington County,"6,059",4.5
55,133,WI,Waukesha County,"19,937",5.0
55,135,WI,Waupaca County,"5,135",10.4
55,137,WI,Waushara County,"2,503",10.9
55,139,WI,Winnebago County,"16,915",10.4
55,141,WI,Wood County,"7,313",10.1
56,000,WY,Wyoming,"60,097",10.7
56,001,WY,Albany County,"7,451",20.4
56,003,WY,Big Horn County,"1,519",13.0
56,005,WY,Campbell County,"4,200",9.2
56,007,WY,Carbon County,"1,894",13.4
56,009,WY,Converse County,"1,287",9.5
56,011,WY,Crook County,604,8.2
56,013,WY,Fremont County,"6,070",15.7
56,015,WY,Goshen County,"1,567",12.9
56,017,WY,Hot Springs County,604,13.5
56,019,WY,Johnson County,859,10.3
56,021,WY,Laramie County,"8,839",9.1
56,023,WY,Lincoln County,"1,518",7.9
56,025,WY,Natrona County,"7,677",9.9
56,027,WY,Niobrara County,292,13.6
56,029,WY,Park County,"2,921",10.2
56,031,WY,Platte County,899,10.6
56,033,WY,Sheridan County,"2,551",8.7
56,035,WY,Sublette County,658,6.8
56,037,WY,Sweetwater County,"3,540",8.4
56,039,WY,Teton County,"1,443",6.3
56,041,WY,Uinta County,"2,010",10.0
56,043,WY,Washakie County,918,11.9
56,045,WY,Weston County,777,11.8
